,sentence,tokens,index
7513,Paris/Frankfurt (dpa) - Die Europäische Zentralbank (EZB) hat ihr breitangelegtes Kaufprogramm von Anleihen im Kampf gegen eine flaue Konjunktur und eine zu niedrige Inflation zügig gestartet.,"['parisfrankfurt', 'dpa', 'europa', 'zentralbank', 'ezb', 'breitangelegt', 'kaufprogramm', 'anleih', 'kampf', 'flau', 'konjunktur', 'niedrig', 'inflation', 'zugig', 'gestartet']",1544248
7514,"Die Inflation ist immer noch weit vom Zielwert der Europäischen Zentralbank entfernt, die eine Jahresrate von knapp unter 2 Prozent anstrebt.","['inflation', 'imm', 'weit', 'zielwert', 'europa', 'zentralbank', 'entfernt', 'jahresrat', 'knapp', 'prozent', 'anstrebt']",1544249
7515,"Ähnlich wie die Europäische Zentralbank (EZB), die seit kurzem ebenfalls Staatsanleihenin gewaltigem Umfangkauft, will die Bank von Japan damit die Wirtschaft ankurbeln und die Inflation anheizen.","['ahnlich', 'europa', 'zentralbank', 'ezb', 'seit', 'kurz', 'ebenfall', 'staatsanleihenin', 'gewalt', 'umfangkauft', 'bank', 'japan', 'wirtschaft', 'ankurbeln', 'inflation', 'anheiz']",1544428
7516,"Die Inflation ist aber immer noch weit vom Zielwert der Europäischen Zentralbank (EZB) entfernt, die eine Rate von knapp unter 2 Prozent anstrebt.","['inflation', 'imm', 'weit', 'zielwert', 'europa', 'zentralbank', 'ezb', 'entfernt', 'rat', 'knapp', 'prozent', 'anstrebt']",1544438
7517,"Die Inflation ist aber immer noch weit vom Zielwert der Europäischen Zentralbank (EZB) entfernt, die eine Rate von knapp unter 2 Prozent anstrebt.","['inflation', 'imm', 'weit', 'zielwert', 'europa', 'zentralbank', 'ezb', 'entfernt', 'rat', 'knapp', 'prozent', 'anstrebt']",1544449
7518,"Ähnlich wie die Europäische Zentralbank (EZB), die seit kurzem ebenfalls Staatsanleihenin gewaltigem Umfangkauft, will die Bank von Japan damit die Wirtschaft ankurbeln und die Inflation anheizen.","['ahnlich', 'europa', 'zentralbank', 'ezb', 'seit', 'kurz', 'ebenfall', 'staatsanleihenin', 'gewalt', 'umfangkauft', 'bank', 'japan', 'wirtschaft', 'ankurbeln', 'inflation', 'anheiz']",1544449
7519,"Die Inflation ist allerdings weit vom Zielwert der Europäischen Zentralbank (EZB) entfernt, die eine Jahresrate von knapp unter 2,0 Prozent anstrebt.","['inflation', 'allerding', 'weit', 'zielwert', 'europa', 'zentralbank', 'ezb', 'entfernt', 'jahresrat', 'knapp', 'prozent', 'anstrebt']",1544810
7520,Damit ist die Inflation allerdings noch immer weit entfernt vom Zielwert der Europäischen Zentralbank (EZB).,"['inflation', 'allerding', 'imm', 'weit', 'entfernt', 'zielwert', 'europa', 'zentralbank', 'ezb']",1544836
7521,Damit ist die Inflation allerdings noch immer weit entfernt vom Zielwert der Europäischen Zentralbank (EZB).,"['inflation', 'allerding', 'imm', 'weit', 'entfernt', 'zielwert', 'europa', 'zentralbank', 'ezb']",1544857
7522,Im Kampf gegen das schwache Wirtschaftswachstum und die zu niedrige Inflation hat die Europäische Zentralbank (EZB) den Geldhahn weit aufgedreht.,"['kampf', 'schwach', 'wirtschaftswachstum', 'niedrig', 'inflation', 'europa', 'zentralbank', 'ezb', 'geldhahn', 'weit', 'aufgedreht']",1544860
7523,In der Eurozone hingegen sollte die EZB mit ihrem Anleihekaufprogramm im Kampf gegen die zu niedrige Inflation den Euro weiter belasten.,"['eurozon', 'hingeg', 'ezb', 'anleihekaufprogramm', 'kampf', 'niedrig', 'inflation', 'euro', 'belast']",1544865
7524,Draghi ist überzeugt: Der Stimulus durch das erweiterte Wertpapier-Kaufprogramm ist ein wesentlicher Faktor für eine komplette Erholung der Wirtschaft im Euroraum und eine nicht zu niedrige Inflation.,"['draghi', 'uberzeugt', 'stimulus', 'erweitert', 'wertpapierkaufprogramm', 'wesent', 'faktor', 'komplett', 'erhol', 'wirtschaft', 'euroraum', 'nicht', 'niedrig', 'inflation']",1544982
7525,"Ähnlich wie die Europäische Zentralbank (EZB), die seit kurzem ebenfalls in großem Umfang Staatsanleihen kauft, will die BoJ die Wirtschaft ankurbeln sowie die Inflation anheizen.","['ahnlich', 'europa', 'zentralbank', 'ezb', 'seit', 'kurz', 'ebenfall', 'gross', 'umfang', 'staatsanleih', 'kauft', 'boj', 'wirtschaft', 'ankurbeln', 'sowi', 'inflation', 'anheiz']",1545001
7526,EZB-Präsident Mario Draghi hatte die Maßnahme als Schlüssel für die Erholung der Wirtschaft für den Anstieg der Inflation bezeichnet.,"['ezbprasident', 'mario', 'draghi', 'massnahm', 'schlussel', 'erhol', 'wirtschaft', 'anstieg', 'inflation', 'bezeichnet']",1545154
7527,"EZB-Präsident Mario Draghi betont: Dies ist ein Schlüssel dafür, dass die Wirtschaft wieder voll in Schwung kommt und dass die Inflation nicht zu lange zu niedrig bleibt.","['ezbprasident', 'mario', 'draghi', 'betont', 'schlussel', 'dafur', 'wirtschaft', 'voll', 'schwung', 'kommt', 'inflation', 'nicht', 'lang', 'niedrig', 'bleibt']",1545164
7528,"Auch Ökonom Christian Schulz vom Bankhaus Berenberg glaubt, dass das Anleihenkaufprogramm über günstigere Kreditbedingungen oder einen schwächeren Euro alle Voraussetzungen erfüllt, um die Inflation zurück zur Zielmarke der EZB zu führen.","['okonom', 'christian', 'schulz', 'bankhaus', 'berenberg', 'glaubt', 'anleihenkaufprogramm', 'gunstig', 'kreditbeding', 'schwach', 'euro', 'voraussetz', 'erfullt', 'inflation', 'zuruck', 'zielmark', 'ezb', 'fuhr']",1545164
7529,"Die EZB strebt mittelfristig ein Preisniveau bei Teuerungsraten von unter, aber nahe bei 2,0 Prozent an.","['ezb', 'strebt', 'mittelfrist', 'preisniveau', 'teuerungsrat', 'nah', 'prozent']",1545164
7530,Trotz des Anstiegs ist die Inflation aber noch weit entfernt vom Zielwert der Europäische Zentralbank (EZB).,"['trotz', 'anstieg', 'inflation', 'weit', 'entfernt', 'zielwert', 'europa', 'zentralbank', 'ezb']",1545173
7531,"Die EZB will zudem einen Absturz in eine Deflation verhindern: Sinken die Verbraucherpreise über einen längeren Zeitraum auf breiter Front, könnte das die Konjunktur ausbremsen.","['ezb', 'zud', 'absturz', 'deflation', 'verhind', 'sink', 'verbraucherpreis', 'lang', 'zeitraum', 'breit', 'front', 'konjunktur', 'ausbrems']",1545185
7532,"Die EZB will zudem einen Absturz in eine Deflation verhindern: Sinken die Verbraucherpreise über einen längeren Zeitraum auf breiter Front, könnte das die Konjunktur ausbremsen.","['ezb', 'zud', 'absturz', 'deflation', 'verhind', 'sink', 'verbraucherpreis', 'lang', 'zeitraum', 'breit', 'front', 'konjunktur', 'ausbrems']",1545187
7533,"Die EZB will zudem einen Absturz in eine Deflation verhindern: Sinken die Verbraucherpreise über einen längeren Zeitraum auf breiter Front, könnte das die Konjunktur ausbremsen.","['ezb', 'zud', 'absturz', 'deflation', 'verhind', 'sink', 'verbraucherpreis', 'lang', 'zeitraum', 'breit', 'front', 'konjunktur', 'ausbrems']",1545201
7534,"Seit März kauft die EZB Wertpapiere in einem Volumen von 60 Milliarden Euro pro Monat, um die lahmende Konjunktur und die zu geringe Inflation wieder anzuschieben.","['seit', 'marz', 'kauft', 'ezb', 'wertpapi', 'volum', 'milliard', 'euro', 'pro', 'monat', 'lahmend', 'konjunktur', 'gering', 'inflation', 'anzuschieb']",1545203
7535,"Damit würde sich die Teuerung dem Ziel der EZB annähern, die Preisstabilität bei einer Rate von knapp unter 2,0 Prozent gewährt sieht.","['teuer', 'ziel', 'ezb', 'annah', 'preisstabilitat', 'rat', 'knapp', 'prozent', 'gewahrt', 'sieht']",1545223
7536,Die Inflation bleibt aber immer noch weit entfernt vom Zielwert der Europäischen Zentralbank (EZB).,"['inflation', 'bleibt', 'imm', 'weit', 'entfernt', 'zielwert', 'europa', 'zentralbank', 'ezb']",1545260
7537,"Auch die Inflation werdeanziehen und2017bei 0,8 Prozent liegen.Die EZB hatte im Januar ein mehr als eine Billion Euro schweresProgramm zum Kauf von Staatsanleihen gestartet.Zudem liegt der Leitzins auf einemRekordtief von 0,05 Prozent.","['inflation', 'werdeanzieh', 'undbei', 'prozent', 'liegendi', 'ezb', 'januar', 'mehr', 'billion', 'euro', 'schweresprogramm', 'kauf', 'staatsanleih', 'gestartetzud', 'liegt', 'leitzin', 'einemrekordtief', 'prozent']",1545302
7538,"Auch die Inflation werdeanziehen und2017bei 0,8 Prozent liegen.Die EZB hatte im Januar ein mehr als eine Billion Euro schweresProgramm zum Kauf von Staatsanleihen gestartet.Zudem liegt der Leitzins auf einemRekordtief von 0,05 Prozent.","['inflation', 'werdeanzieh', 'undbei', 'prozent', 'liegendi', 'ezb', 'januar', 'mehr', 'billion', 'euro', 'schweresprogramm', 'kauf', 'staatsanleih', 'gestartetzud', 'liegt', 'leitzin', 'einemrekordtief', 'prozent']",1545309
7539,Seither hat der Preisauftrieb zwar drei Monate in Folge jeweils leicht zugelegt: Trotzdem ist die Inflation immer noch weit entfernt vom Zielwert der Europäische Zentralbank (EZB).,"['seith', 'preisauftrieb', 'drei', 'monat', 'folg', 'jeweil', 'leicht', 'zugelegt', 'trotzd', 'inflation', 'imm', 'weit', 'entfernt', 'zielwert', 'europa', 'zentralbank', 'ezb']",1545733
7540,Ähnlich wie die Europäische Zentralbank (EZB) will sie durch den massiven Kauf von Staatsanleihen die Wirtschaft ankurbeln und die Inflation anheizen.,"['ahnlich', 'europa', 'zentralbank', 'ezb', 'massiv', 'kauf', 'staatsanleih', 'wirtschaft', 'ankurbeln', 'inflation', 'anheiz']",1545789
7541,Die Inflation bleibt aber immer noch weit entfernt vom Zielwert der Europäischen Zentralbank (EZB).,"['inflation', 'bleibt', 'imm', 'weit', 'entfernt', 'zielwert', 'europa', 'zentralbank', 'ezb']",1545791
7542,Zudem hat die EZB im Kampf gegen die zu niedrige Inflation im März mit dem Kauf von öffentlichen Anleihen begonnen.,"['zud', 'ezb', 'kampf', 'niedrig', 'inflation', 'marz', 'kauf', 'offent', 'anleih', 'begonn']",1545791
7543,"Vom Zielwert der Europäischen Zentralbank (EZB), die eine Teuerungsrate von knapp zwei Prozent anstrebt, ist die Inflation aber noch weit entfernt.","['zielwert', 'europa', 'zentralbank', 'ezb', 'teuerungsrat', 'knapp', 'zwei', 'prozent', 'anstrebt', 'inflation', 'weit', 'entfernt']",1546208
7544,"Allerdings räumte Draghi ein, dass die Fortschritte in der Eurozone im Kampf gegen eine flaue Konjunktur und eine zu niedrige Inflation nur zögerlich einträten.","['allerding', 'raumt', 'draghi', 'fortschritt', 'eurozon', 'kampf', 'flau', 'konjunktur', 'niedrig', 'inflation', 'zog', 'eintrat']",1546262
7545,"Die EZB kauft seit März öffentliche Anleihen in einem Volumen von monatlich 60 Milliarden Euro, um die Wirtschaft der Eurozone stärker anzukurbeln und die Inflation wieder in den gewünschten Bereich von knapp zwei Prozent zu drücken.","['ezb', 'kauft', 'seit', 'marz', 'offent', 'anleih', 'volum', 'monat', 'milliard', 'euro', 'wirtschaft', 'eurozon', 'stark', 'anzukurbeln', 'inflation', 'gewunscht', 'bereich', 'knapp', 'zwei', 'prozent', 'druck']",1546262
7546,"Allerdings räumte Draghi ein, Fortschritte im Kampf gegen eine flaue Konjunktur und eine zu niedrige Inflation im Euroraum träten nur zögerlich ein: Nach beinahe sieben Jahren einer lähmenden Krise nehmen Firmen und private Haushalte nur sehr zögerlich Risiken in Kauf.","['allerding', 'raumt', 'draghi', 'fortschritt', 'kampf', 'flau', 'konjunktur', 'niedrig', 'inflation', 'euroraum', 'trat', 'zog', 'beinah', 'sieb', 'jahr', 'lahmend', 'kris', 'nehm', 'firm', 'privat', 'haushalt', 'zog', 'risik', 'kauf']",1546268
7547,Ähnlich wie die Europäische Zentralbank will auch die Zentralbank Japans mit einer Geldschwemme die Wirtschaft ankurbeln sowie die Inflation anheizen.,"['ahnlich', 'europa', 'zentralbank', 'zentralbank', 'japan', 'geldschwemm', 'wirtschaft', 'ankurbeln', 'sowi', 'inflation', 'anheiz']",1546501
7548,"Dies dürfte der EZB, die mit ihren Wertpapierkäufen gegen die ungewöhnlich niedrige Inflation ankämpft, ebenso in die Karten spielen wie neue Zahlen zur Geldmenge.","['durft', 'ezb', 'wertpapierkauf', 'ungewohn', 'niedrig', 'inflation', 'ankampft', 'ebenso', 'kart', 'spiel', 'neu', 'zahl', 'geldmeng']",1546679
7549,Seit März kämpft die EZB mit einem milliardenschweren Kaufprogramm von Staatsanleihen gegen eine zu niedrige Teuerung im Euroraum an.,"['seit', 'marz', 'kampft', 'ezb', 'milliardenschw', 'kaufprogramm', 'staatsanleih', 'niedrig', 'teuer', 'euroraum']",1546720
7550,Trotz dieses Trends ist die Inflation immer noch weit entfernt von der Zielmarke der Europäischen Zentralbank (EZB).,"['trotz', 'trend', 'inflation', 'imm', 'weit', 'entfernt', 'zielmark', 'europa', 'zentralbank', 'ezb']",1546736
7551,"Die Entwicklung kommt der EZB entgegen, die derzeit mit ihrer lockeren Geldpolitik versucht, für eine höhere Inflationsrate zu sorgen.","['entwickl', 'kommt', 'ezb', 'entgeg', 'derzeit', 'lock', 'geldpolit', 'versucht', 'hoh', 'inflationsrat', 'sorg']",1546784
7552,"Die Entwicklung kommt der Europäischen Zentralbank entgegen, die derzeit mit ihrer lockeren Geldpolitik versucht, für eine höhere Inflationsrate zu sorgen.","['entwickl', 'kommt', 'europa', 'zentralbank', 'entgeg', 'derzeit', 'lock', 'geldpolit', 'versucht', 'hoh', 'inflationsrat', 'sorg']",1546792
7553,"Wie von Experten erwartet, bekräftigte EZB-Präsident Mario Draghi, dass die im März gestarteten Wertpapierkäufe zur Belebung von Konjunktur und Inflation bis Herbst 2016 fortgeführt werden.","['expert', 'erwartet', 'bekraftigt', 'ezbprasident', 'mario', 'draghi', 'marz', 'gestartet', 'wertpapierkauf', 'beleb', 'konjunktur', 'inflation', 'herb', 'fortgefuhrt']",1546812
7554,"Wie von Experten erwartet, bekräftigte EZB-Präsident Mario Draghi, dass die im März gestarteten Wertpapierkäufe zur Belebung von Konjunktur und Inflation bis Herbst 2016 fortgeführt werden.","['expert', 'erwartet', 'bekraftigt', 'ezbprasident', 'mario', 'draghi', 'marz', 'gestartet', 'wertpapierkauf', 'beleb', 'konjunktur', 'inflation', 'herb', 'fortgefuhrt']",1546815
7555,"EZB-Präsident Mario Draghi bekräftigte, die im März gestarteten Wertpapierkäufe zur Belebung von Konjunktur und Inflation bis Herbst 2016 in vollem Umfang fortzuführen.","['ezbprasident', 'mario', 'draghi', 'bekraftigt', 'marz', 'gestartet', 'wertpapierkauf', 'beleb', 'konjunktur', 'inflation', 'herb', 'voll', 'umfang', 'fortzufuhr']",1546825
7556,"Der Präsident der Europäischen Zentralbank (EZB), Mario Draghi, verwies mit Blick auf den Renditeschub bei Staatsanleihen auf geringere Sorgen vor einem weiteren Abrutschen der Teuerung und auf bessere Wachstumsaussichten für den Euroraum.","['prasident', 'europa', 'zentralbank', 'ezb', 'mario', 'draghi', 'verwi', 'blick', 'renditeschub', 'staatsanleih', 'gering', 'sorg', 'weit', 'abrutsch', 'teuer', 'bess', 'wachstumsaussicht', 'euroraum']",1546837
7557,"2016 werde die Inflation - gemessen am europäischen harmonisierten Verbraucherpreisindex - dann auf 1,8 Prozent und im darauffolgenden Jahr auf 2,2 Prozent steigen und somit das Stabilitätsziel der Europäischen Zentralbank (EZB) von knapp unter 2,0 Prozent erstmals wieder übertreffen.","['inflation', 'gemess', 'europa', 'harmonisiert', 'verbraucherpreisindex', 'prozent', 'darauffolg', 'jahr', 'prozent', 'steig', 'somit', 'stabilitatsziel', 'europa', 'zentralbank', 'ezb', 'knapp', 'prozent', 'erstmal', 'ubertreff']",1546858
7558,Im Kampf gegen eine nach Einschätzung der EZB zu geringe Inflation hatte die Notenbank zahlreiche Maßnahmen gestartet.,"['kampf', 'einschatz', 'ezb', 'gering', 'inflation', 'notenbank', 'zahlreich', 'massnahm', 'gestartet']",1546861
7559,"Mit dem Kauf von Staatsanleihen wird die Geldflut der EZB verstärkt, was in der Regel zu einer höheren Inflation führt.","['kauf', 'staatsanleih', 'geldflut', 'ezb', 'verstarkt', 'regel', 'hoh', 'inflation', 'fuhrt']",1546861
7560,Trotz des vierten Anstiegs der Jahresteuerung in Folge ist die Inflationsrate immer noch weit entfernt von der Zielmarke der Europäischen Zentralbank (EZB).,"['trotz', 'viert', 'anstieg', 'jahresteuer', 'folg', 'inflationsrat', 'imm', 'weit', 'entfernt', 'zielmark', 'europa', 'zentralbank', 'ezb']",1547162
7561,"Die EZB strebt ein stabiles Preisniveau bei knapp unter 2,0 Prozent an.","['ezb', 'strebt', 'stabil', 'preisniveau', 'knapp', 'prozent']",1547162
7562,"Seither ist die Jahresteuerung zwar viermal in Folge gestiegen, sie bleibt aber weit entfernt von der Zielmarke der Europäischen Zentralbank (EZB), die ein stabiles Preisniveau bei knapp unter 2,0 Prozent anstrebt.","['seith', 'jahresteuer', 'viermal', 'folg', 'gestieg', 'bleibt', 'weit', 'entfernt', 'zielmark', 'europa', 'zentralbank', 'ezb', 'stabil', 'preisniveau', 'knapp', 'prozent', 'anstrebt']",1547166
7563,"Trotz der etwas höheren Inflation liegt die Geldentwertung im Währungsraum weiter deutlich unterhalb des Zielwerts, den die Europäische Zentralbank (EZB) als mit Preisstabilität vereinbar ansieht.","['trotz', 'hoh', 'inflation', 'liegt', 'geldentwert', 'wahrungsraum', 'deutlich', 'unterhalb', 'zielwert', 'europa', 'zentralbank', 'ezb', 'preisstabilitat', 'vereinbar', 'ansieht']",1547212
7564,"Seit März kaufen die europäischen Währungshüter um ihren Chef Mario Draghi massenhaft Staatsanleihen, um sich gegen Wachstumsflaute und die schwache Inflation zu stemmen.","['seit', 'marz', 'kauf', 'europa', 'wahrungshut', 'chef', 'mario', 'draghi', 'massenhaft', 'staatsanleih', 'wachstumsflaut', 'schwach', 'inflation', 'stemm']",1547381
7565,"Die EZB strebt ein stabiles Preisniveau bei knapp unter 2,0 Prozent an.","['ezb', 'strebt', 'stabil', 'preisniveau', 'knapp', 'prozent']",1547557
7566,Die Inflation im Währungsraum liegt trotzdem weiter deutlich unter dem Zielwert der Europäischen Zentralbank (EZB) für Preisstabilität.,"['inflation', 'wahrungsraum', 'liegt', 'trotzd', 'deutlich', 'zielwert', 'europa', 'zentralbank', 'ezb', 'preisstabilitat']",1547587
7567,Die Inflation im Währungsraum liegt trotzdem weiter deutlich unter dem Zielwert der Europäischen Zentralbank (EZB) für Preisstabilität.,"['inflation', 'wahrungsraum', 'liegt', 'trotzd', 'deutlich', 'zielwert', 'europa', 'zentralbank', 'ezb', 'preisstabilitat']",1547608
7568,"Schon die vorläufigen Zahlen zeigen, dass sich die Inflation wieder weiter von der Zielmarke der Europäischen Zentralbank entfernt hat: Die EZB strebt ein stabiles Preisniveau bei knapp unter 2,0 Prozent an.","['schon', 'vorlauf', 'zahl', 'zeig', 'inflation', 'zielmark', 'europa', 'zentralbank', 'entfernt', 'ezb', 'strebt', 'stabil', 'preisniveau', 'knapp', 'prozent']",1547959
7569,"Sparer leiden hingegen weiter darunter, dass die Europäische Zentralbank (EZB) die Inflation mit Zinsen knapp über der Nulllinie befeuern will.","['spar', 'leid', 'hingeg', 'darunt', 'europa', 'zentralbank', 'ezb', 'inflation', 'zins', 'knapp', 'nulllini', 'befeu']",1547962
7570,"Damit bleibt die jährliche Teuerung im ersten Halbjahr weit vom Ziel der EZB entfernt, die eine Rate von knapp unter 2,0 Prozent anstrebt.","['bleibt', 'jahrlich', 'teuer', 'erst', 'halbjahr', 'weit', 'ziel', 'ezb', 'entfernt', 'rat', 'knapp', 'prozent', 'anstrebt']",1547962
